City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1623,Quatis,BR,79.77,overcast clouds,-22.4072,-44.2581,Hotel Colonial
1626,Coruripe,BR,83.1,clear sky,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
1627,General Roca,AR,83.26,clear sky,-39.0333,-67.5833,Hotel El Recreo
1628,Satkhira,BD,78.49,clear sky,22.7167,89.1,kaligonj Mass
1631,Porbandar,IN,80.02,clear sky,21.6422,69.6093,Lords Inn Porbandar
1637,Kapit,MY,73.63,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
1639,Avenal,US,73.54,overcast clouds,36.0041,-120.129,Lodge House Inn The
1641,Kaohsiung,TW,80.55,broken clouds,22.6163,120.3133,御宿商旅-中山館
1642,Gwadar,PK,78.22,clear sky,25.1216,62.3254,Sadaf Resort
1643,Nilopolis,BR,89.31,few clouds,-22.8075,-43.4139,Hotel Premier
1645,Ascension,US,80.2,clear sky,30.2169,-90.9001,Highland Inn
1647,Neuquen,AR,80.49,clear sky,-38.9516,-68.0591,Hotel del Comahue
1651,Novo Aripuana,BR,85.75,moderate rain,-5.1206,-60.3797,Hotel Ezequiel
1662,Cumana,VE,80.51,overcast clouds,10.4635,-64.1775,Posada Acuarela Los Roques
1663,Yacuiba,BO,80.64,clear sky,-22.038,-63.6797,Hotel Monumental
1667,Buin,CL,73.44,clear sky,-33.7333,-70.75,Paihuen
1673,Piranhas,BR,86.99,overcast clouds,-16.4269,-51.8222,Planalto Hotel
1675,Kongolo,CD,72.81,overcast clouds,-5.3833,27.0,GUEST HOUSE OASIS
1679,Sabang,ID,83.14,few clouds,5.8933,95.3214,Hotel Citra
1680,Contamana,PE,87.78,broken clouds,-7.3333,-75.0167,Shiringal Touristic Park
1681,Remanso,BR,87.64,broken clouds,-9.6179,-42.0831,Hotel Mangueira
1687,Bourail,NC,71.92,overcast clouds,-21.5667,165.4833,Motel Allamanda
1688,Coari,BR,83.41,overcast clouds,-4.085,-63.1414,Dellrey Hotel Center
1694,San Andres,CO,86.02,few clouds,12.5847,-81.7006,Hotel Arena Blanca
1696,Srandakan,ID,75.24,overcast clouds,-7.9386,110.2506,Puri Brata
1699,Gbarnga,LR,80.71,few clouds,6.9956,-9.4722,Passion Hotel 2
1700,Guadalupe,MX,88.63,few clouds,25.6833,-100.25,Fiesta Inn Monterrey Fundidora
1703,Jiwani,PK,77.83,clear sky,25.05,61.7417,Al Mumtaz Transport Jiwani
1704,Akyab,MM,78.96,few clouds,20.15,92.9,Hotel Memory
1706,Varkkallai,IN,83.98,broken clouds,8.7341,76.7067,Hindustan Beach Retreat
1713,Methala,IN,80.6,few clouds,10.2166,76.2166,Style Homes Holiday Inn
1714,Black River,JM,84.27,broken clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
1719,Mabaruma,GY,82.4,broken clouds,8.2,-59.7833,Monty Brooms Guest House
1725,Indi,IN,88.65,scattered clouds,17.1667,75.9667,Shree Gurubhojanalaya
1730,Isiro,CD,74.97,overcast clouds,2.7739,27.616,Guest House Hewa Bora
1731,Canutama,BR,82.51,moderate rain,-6.5339,-64.3831,Hotel Jhennifer
1732,Phan Thiet,VN,78.08,clear sky,10.9333,108.1,Hotel Saigon-PT
1734,Minab,IR,76.98,clear sky,27.1467,57.0801,Bam campground
1736,Darbhanga,IN,74.46,clear sky,26.1667,85.9,Arvind and Agarwal Hotel
1738,Kuching,MY,75.42,scattered clouds,1.55,110.3333,Hilton Kuching
1740,Tayoltita,MX,86.95,overcast clouds,24.0833,-105.9333,Hotel Rivera Tayoltita
1743,Hervey Bay,AU,73.26,light rain,-25.2986,152.8535,Shelly Bay Resort
1747,Moctezuma,MX,87.35,broken clouds,29.8,-109.6667,Hotel Lobohombo
1748,Numan,NG,89.35,broken clouds,9.4667,12.0333,Zangun Motel
1750,Sawakin,SD,72.03,clear sky,19.1059,37.3321,فندق الدويم
1754,Kadhan,PK,83.5,clear sky,24.481,68.9859,ڳوٺ چوڌري جلال الدين جٽ
1758,Cordoba,AR,83.43,clear sky,-31.4135,-64.1811,Hotel Sussex
1765,Balsas,BR,88.41,broken clouds,-7.5325,-46.0356,Novo Hotel
1768,Ha Giang,VN,73.81,clear sky,22.8333,104.9833,Truong Xuan Resort
1771,Mangrol,IN,78.33,clear sky,21.1167,70.1167,Hotel The Royal Honours
1776,Hilton Head Island,US,72.99,clear sky,32.2163,-80.7526,Disney’s Hilton Head Island Resort
1777,Chapada Dos Guimaraes,BR,73.06,overcast clouds,-15.4606,-55.7497,Pousada Morro Dos Ventos
1778,Puerto Baquerizo Moreno,EC,79.79,broken clouds,-0.9,-89.6,Hotel los Algarrobos
1780,Miraflores,MX,72.36,few clouds,19.2167,-98.8083,Hotel Mansión
1782,Sawai Madhopur,IN,76.5,clear sky,25.9833,76.3667,Sawai Madhopur Lodge – IHCL SeleQtions
1783,Pemba,MZ,83.1,few clouds,-12.974,40.5178,Guesthouse Samotina
1786,Corrente,BR,84.67,overcast clouds,-3.7367,-43.3394,Chapadinhense Hotel
1788,Kampong Chhnang,KH,84.88,overcast clouds,12.1667,104.55,ផ្ទះសំណាក់ហេងស្រស់
1792,Upata,VE,81.97,overcast clouds,8.0086,-62.3989,Posada Villa Nela
1793,Pangai,TO,78.91,scattered clouds,-19.8,-174.35,Ha'apai Beach Resort
1794,Coxquihui,MX,79.29,few clouds,20.1833,-97.5833,Hotel Villas Zozocolco
1796,Guasave,MX,83.05,overcast clouds,25.5667,-108.45,El Sembrador Hotel
1797,Khuzdar,PK,72.91,clear sky,27.7384,66.6434,jhalwan Rent A Car Compny Moola Chotok
1799,Mandleshwar,IN,89.22,clear sky,22.1833,75.6667,Mahalaxmi Bhojnalay
1801,Yenagoa,NG,83.41,broken clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
1803,Gualeguay,AR,76.95,few clouds,-33.1416,-59.3097,Faro del Lago
1806,Punta De Bombon,PE,72.0,scattered clouds,-17.1717,-71.7931,Hotel Bedregal
1809,Rincon,US,72.86,clear sky,32.296,-81.2354,Days Inn Rincon
1812,San Joaquin,US,72.36,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
1813,Yanam,IN,76.21,overcast clouds,16.7333,82.2167,The Regency Hotel
1815,Conceicao Da Barra,BR,82.08,overcast clouds,-18.5933,-39.7322,Cricaré Praia Hotel
1822,Socorro,US,82.9,broken clouds,31.6546,-106.3033,guarderia imss papalote
1823,Tebingtinggi,ID,76.05,scattered clouds,3.3285,99.1625,Hotel Malibou tebing tinggi
1824,San-Pedro,CI,79.57,moderate rain,4.7485,-6.6363,Hotel Maria
1825,Puerto Leguizamo,CO,77.29,overcast clouds,-0.1934,-74.7819,la casona de juancho
1827,Manoel Urbano,BR,85.46,overcast clouds,-8.8389,-69.2597,Baixada Beira Rio
1830,Nueva Gerona,CU,80.02,clear sky,21.8833,-82.8,Villa Gerona
1833,Beira,MZ,80.69,scattered clouds,-19.8436,34.8389,Beira Terrace Hotel
1838,Det Udom,TH,89.94,overcast clouds,14.906,105.0784,Chatsuda Resort
1847,Martapura,ID,78.89,overcast clouds,-3.4167,114.85,Montana Hotel Syariah
1851,Iberia,US,79.97,clear sky,29.9502,-91.7507,back to back rv park
1852,Prieska,ZA,73.94,clear sky,-29.6641,22.7474,Avenue GuestHouse
1853,Lorica,CO,87.78,overcast clouds,9.2365,-75.8135,Hostal Raíces del Sabor
1854,Chirongui,YT,82.33,light rain,-12.9319,45.1483,La Villa Mahatsara
1862,Mazamari,PE,74.17,overcast clouds,-11.3258,-74.5308,Hospedaje Ratto
1864,Carlagan,PH,79.92,clear sky,14.975,122.0456,Cabatagan Island
1866,Morrope,PE,80.71,overcast clouds,-6.5417,-80.0111,CASA WAYRA HOTEL
1867,Ferkessedougou,CI,89.62,broken clouds,9.6,-5.2,Hotel Chateau
1869,Pontes E Lacerda,BR,80.71,overcast clouds,-15.2261,-59.3353,Hotel Bressan
1870,Sirsa,IN,75.99,clear sky,29.5333,75.0167,OYO 48542 Hotel Capital
1872,Pandamatenga,BW,72.36,broken clouds,-18.5278,25.627,Wildtrack Safaris Eco Lodge
1877,Hoi An,VN,76.96,few clouds,15.8794,108.335,Belle Maison Hadana Hoi An managed by H&K Hospitality
1879,Ankpa,NG,84.63,broken clouds,7.3706,7.6253,AA Suites
1880,Coxim,BR,83.77,broken clouds,-18.5067,-54.76,Hotel Avenida
1881,Licheng,CN,70.16,overcast clouds,23.2955,113.8284,Xincheng Tourism Industry
1882,Atambua,ID,72.41,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
1884,Uruguaiana,BR,73.33,broken clouds,-29.7547,-57.0883,Fares Turis Hotel
1886,Kipini,KE,82.69,clear sky,-2.5257,40.5262,Delta Sea Mall
1887,Kantang,TH,77.36,clear sky,7.4054,99.5156,Reng Ta Chai Boutique HomeStay
1888,Fort Carson,US,74.28,scattered clouds,38.7375,-104.7889,Cheyenne Mountain Estates
1894,Natagaima,CO,87.58,broken clouds,3.6206,-75.0941,Mi Hotel El Gran Palacio- Nury
1896,Catuday,PH,80.89,clear sky,16.2923,119.8062,Benjie's Kubo & Cottages
1897,Cabo Rojo,PR,83.21,few clouds,18.0866,-67.1457,Hotel Perichi's
1900,Emilio Carranza,MX,76.01,overcast clouds,19.9711,-96.6114,Hotel Carranza Inn
1901,Warri,NG,83.37,overcast clouds,5.5167,5.75,BON Hotel Delta
1902,Clearwater,US,77.04,clear sky,27.9659,-82.8001,Residence Inn by Marriott Clearwater Downtown
1904,Puerto Colombia,CO,87.89,scattered clouds,10.9878,-74.9547,Hotel El Emigrante
1911,Araguari,BR,86.29,overcast clouds,-18.6472,-48.1872,Big Executive Hotel - Araguari MG
1912,Kannauj,IN,77.07,clear sky,27.0546,79.922,Hotel M L Palace
1917,San Ramon De La Nueva Oran,AR,89.42,clear sky,-23.1322,-64.326,Hotel Residencial Centro
1920,Karur,IN,82.27,clear sky,10.95,78.0833,Hotel Valluvar
1921,Paracuru,BR,80.11,moderate rain,-3.41,-39.0306,Hotel Vento Brasil
1926,Mercedes,AR,72.64,clear sky,-34.6515,-59.4307,Posada del Inti Centro
1928,Muvattupula,IN,80.35,few clouds,9.9667,76.5833,Indian Summer House
1936,Lafayette,US,77.99,clear sky,30.2335,-92.0668,"Drury Inn & Suites Lafayette, LA"
1937,Itarema,BR,83.07,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
